"tweet","tweet_id","date_tweeted","covax_relevancy","stance"
"@ThabitSenior Yeap.. lakini thats the actual name ya chanjo.. watu tumezoea majina ya kampuni badala ya majina ya chanjo yenyewe... imagine referring to whitedent or panadol za kupima zile by chemicotex ltd😁😁",1.42187e+18,2021-08-01,"relevant",1
"Mwendazake angekuwepo aone jinsi tunavotengeneza chanjo ya corona...maisha yapo mbele sana.",1.41174e+18,2021-07-04,"relevant",1
"Haya kigogo Maria Sarungi labda mzungu akiwaambia kwamba chanjo haifai mtamwelewa Meko mnamchukia haya msikize huyu mzungu nae ni CCM? https://t.co/NAgwlhfgKw",1.37033e+18,2021-03-12,"relevant",2
"@swahilitimes Ila nimemshukuru Askofu fake kukiri kuwa tumejifungia ndani na Dunia imetutenga bila chanjo huendi kokote duniani",1.3591e+18,2021-02-09,"relevant",1
"@usembassytz @USAID @wizara_afyatz @JhpiegoTanzania Naitwa Samwel Mwambene Nimekua nikifanya vipindi kueleza maswala mbali mbali kuhusiana na UVIKO 19 kwa lugha ya kiswahili na kupost kwenye mtandao wa kijamii kama YouTube (dynamicssciencecomplex) kuongez",1.54141e+18,2022-06-27,"relevant",1
"@millardayo Ooh!!
Lakin Sina uhakika saana sababu watu wametumia Sana usemi wa #UKIMWI umekosa chanjo Sasa #Corona wameipataje hivo kwangu mm sioni Kama Ni kweli,.
Hata hivyo mbona chanjo ya #UKIMWI. Inachukua muda zaidi kuliko ya #CORONA",1.42795e+18,2021-08-18,"relevant",2
"Huu wallah ndio ungekuwa msimamo wangu. Maana kama unapewa chanjo na unaikataa maana unakusudia kuua. 

Ila Zanzibar haiwezekani... Maana ZanID zipo kisheria na watawala hawatoi kwa khiyana https://t.co/0obFbX0qbt",1.42066e+18,2021-07-29,"relevant",1
"RT @WHO_Tanzania: Zuia maambukizi ya UVIKO-19:
Nawa mikono na maji tiririka na sabuni
Vaa barakoa
Epuka mikusanyiko
Weka umbali https://t.c…",1.36411e+18,2021-02-23,"relevant",1
"@usembassytz Muwe mnawa tag wanaopotosha jamii kuhusu chanjo.",1.36709e+18,2021-03-03,"relevant",1
"@Mwanahalisitz Kwani Rais alimuuliza Gwajima Au wana Kawe? Swali liliulizwa kwa wananchi na jibu akapewa mama Samia!!! Kawe tumegoma kuchanja. Msimamo wa Gwajima kuhusu chanjo unafahamika. Rais alikuwa anauliza wananchi.",1.43338e+18,2021-09-02,"relevant",2
"@EngNyahucho @MarekaMalili Mbona wengi tu wamekufa baada ya kupata chanjo",1.417e+18,2021-07-19,"relevant",2
"RT @JhpiegoTanzania: Wazee ni tabaka muhimu katika mapambano dhidi ya UVIKO 19. Tabaka hili likipata chanjo tunaepusha madhara makubwa zaid…",1.55476e+18,2022-08-03,"relevant",1
"@fatma_karume Nilikua najiulza tuu 
Ni swali la kpumbavu tuu
Ivi leo hii hao wazungu tunaowatuhumu kuhusu chanjo ya Corona na who
Wakitangaza watu wenye HIV TIBII NA magonjwa mengne ambayo dwa n bure  hawatapewa dawa  mpaka wachanjwe
Unazan hii doz milion",1.4212e+18,2021-07-30,"relevant",2
"@mauly2 @TunduALissu Wewe uliesoma na ambao hatuja soma utatuzidi nn tena sisi tuko juu sababu tuna maarifa ya Mungu afu Gwajima kasoma kuliko ww na ana pesa kuliko ww na ametembea nchi nyingi kuliko ww hataki chanjo we uliesomea sent kayumba lugha yenyew",1.36827e+18,2021-03-06,"relevant",2
"Kuna propaganda zinaendelea mtaani huku et Rais @SuluhuSamia hakuchomwa chanjo juzi kwamba sindano ilipita pembeni ya mikono na haikuingia mwilini. Naumia kuona Taifa limejaaa watu wajinga.
@SimonMsenga @omari_manyama",1.42104e+18,2021-07-30,"relevant",1
"@Sorce_Kennedy Tudungwe chanjo cha pili alafu katambe 🤷‍♀️😂",1.45079e+18,2021-10-20,"relevant",1
"@godbless_lema @IsayaYunge Wewe umepatiwa chanjo why unavaa barakoa alfu chanjo hiyo sijui canada hawajazuia mpka leo",1.37883e+18,2021-04-04,"relevant",2
"RT @DrMabula: Gharama za kuuguza mgonjwa wa UVIKO-19 hospitalini haipungui laki 2.5 kwa hospitali ya gharama ndogo kabisa. Ila chanjo itaka…",1.43816e+18,2021-09-15,"relevant",1
"Kiukweli hili janga la virusi vya corona lingekuwa limeanzia bara la Afrika hakuna rangi tungeacha kuona yaani mpaka vizazi vijavyo vingepigwa marufuku kwenda huko kwa wazungu. Ilianzia huko kwao na wameathirika zaidi ila wanataka CHANJO ifanyiwe majaribio Afrika kwanza #COVID19",1.24867e+18,2020-04-10,"relevant",2
"@umwalimu na kuwa hatarini na ugonjwa huu ambao inasemekana hauna tiba?   Naomba uwasaidie watanzania waweze kupata chanjo hii ikiwezekana bure na kwenye zahanati za vijijini kwani uhai wa watanzania naamini ndyo kipaumbele mmojawapo cha serikali.  @Hilda",1.23402e+18,2020-03-01,"relevant",1
"Kwa hiyo pole pole tumchanjie(chanjo covid 19) wapi
Taifa au tunye kimyakimya..🤣🤣",1.50347e+18,2022-03-14,"relevant",2
"Retweet to get someone vaccinated .. Johnson &amp; Jonson single jab !! #chanjo #vaccinekenya https://t.co/RvjIadIhtv",1.46577e+18,2021-11-30,"relevant",1
"KUMBE LAZIMA U SIGN NDO UPIGWE CHANJO YA COVID 19?LENGO LA KUSIGN NI ILI UKIPATA MADHARA SERIKALI HAIHUSIKI? AU IKOJE NAOMBENI MSAADA WA ELIMU YA CHANJO YA COVID?",1.42147e+18,2021-07-31,"relevant",2
"RT @UmojaWaMataifa: Barakoa zinaweza kutukinga dhidi ya #COVID19, pamoja na: 

📍 kutochangamana
🧴 kunawa mikono
👥👥 kuepuka misongamano
🤧 ku…",1.42641e+18,2021-08-14,"relevant",1
"@mkandamambwe @zittokabwe Bora umwambie asikie anakwenda Canada na kwingine achangamkie fursa alete chanjo wanaotaka watachanjwa ila si ndugu zangu hawatochanjwa na wanajua siku ikifika watakufa",1.36003e+18,2021-02-12,"relevant",2
"kwenye chanjo wakianza kugawa 
biscuit na soda 
   
wadauu tustuane😔",1.42102e+18,2021-07-30,"relevant",2
"@semuaggrey @AD_Abinallah Mm kuchoma Chanjo hadi China Waanze kuchoma kwanza
Maana wao ndo wanajua kwenye virusi waliweka nn/ vilitoka wapi..!",1.41998e+18,2021-07-27,"relevant",2
"Ndugu zangu watanzania Kuhusu Chanjo ya Corona wala msi panic...watachanjwa wachache watakao Taka,Rais wetu ameamua kuchukua kwa sababu za kisiasa,vinginevyo kutuchanja wa TZ 60M hawatoweza,angalieni Kenya wanachanjana mwezi wa 6 hawajafika hata watu M1 waliochanjwa lakini hata",1.39436e+18,2021-05-17,"relevant",2
"Wimbi la pili la janga la corona ni hatari sana. Tunarekodi zaidi ya wagonjwa 32,000 kila siku kama Africa. Tuchukue tahadhari. Tunahitaji kuchomwa chanjo💉 kujilinda na kuzuia wapendwa wetu kufa. 

       ~ John Nkengasong, Mkurugenzi kituo cha kudhibiti magonjwa #Africa https://t.co/GT5G302E7n",1.35473e+18,2021-01-28,"relevant",1
"@eFrddie @MariaSTsehai @USAmbTanzania CDC guidelines/guidance
Ukiishapata chanjo mara 3 unaweza tembea bila barakoa,
Hawazuki hao wanafuata kiongozi",1.39603e+18,2021-05-22,"relevant",1
"@i_de_Joh @mastarhyms Hata km ana chanjo fanya kuchoma tu km kujilinda Ant-Rabies kile kirusi ni htr mzee....",1.38969e+18,2021-05-04,"relevant",1
"@JudithKilewo_ @MariaSTsehai Hospitali ipi zaidi inapatikana..? Hivi chanjo ya corona pia serikali hawawezi kuinunua wakatuuzia kuliko kuikataaa 🧐",1.35799e+18,2021-02-06,"relevant",1
"@MarkMwandosya @lifeofmshaba Unavyoona kila siku mataifa makubwa duniani yanapambana kila taifa litengeneze chanjo yake kwa ajili ya watu. Sisi Afrika hatutengenezi chanjo na wala hatuulizi tunazoletewa zinatoka wapi na zinatumiwa na nchi gani ya Afrika?",1.37365e+18,2021-03-21,"relevant",2
"@KShengelo @yerickonyerereT @zittokabwe Wana poteza Lengo. Wana taka watz wahamishe mawazo kutoka kwenye ujinga wa mbowe kutaka watz walazimishwe chanjo, na kuwaza ya zitto. Achana nao. Zitto haelekezwi la kusema au la kufanya na @yerickonyerereT",1.41746e+18,2021-07-20,"relevant",2
"RT @MarekaMalili: ""Chanjo hii imeweza kutengenezwa kwa haraka Sana kutokana na maendeleo katika tekinologia na kuwa na mtazamo chanya katik…",1.44571e+18,2021-10-06,"relevant",1
"RT @officielsalome: Kaka @masoudkipanya amepata chanjo yake leo ya Uviko 19,na anachekelea kabisa kuonyesha yuko fiti,Jali afya yako nenda…",1.44797e+18,2021-10-12,"relevant",1
"@FlavianaMatata India wana chanjo na wamekuwa wanaziuza nchi za Afrika, tuwe wakweli, india wamekufa watu elfu nne (4,000) kwa siku moja ya tarehe 8 May juzi. Unataka chanjo za kutoka wapi dada yangu ?",1.39183e+18,2021-05-10,"relevant",2
"Hao wenyewe wameletewa chanjo bila kufanya research na kutoa maelezo sahihi. Likitokea la kutokea ndio wanajifanya kutoa muongozo. https://t.co/4uWct0ljXU",1.42351e+18,2021-08-06,"relevant",2
"@SuluhuSamia Yote tsa, kumi chanjo iwe hiyali 
Mambo ya corona haya tuyasahau 
Tufanye kazi..",1.44253e+18,2021-09-27,"relevant",2
"@BarakaSaimon3 @BrooklynMBE1 @Mtwa_Mkwawa @toksik08 Of course ni vile sasa watu wakishaweka standards flani hata WHO hawawezi ingilia. Tatizo linaanzia hapo. Alafu sijui kwann sababu mm navyoelewa, ukishapata chanjo naskia mtu si lazima uvae mask na huwez",1.41723e+18,2021-07-19,"relevant",1
"We are joined by the @busiacounty health management team for a training on the @chanjo_plus vaccine delivery platform that will go along way in ensuring rquitable access to #lifesavingvaccines for every child in the midst of the covid-19 disruption. #vaccineswork @gchallenges https://t.co/zHdHJr9o0w",1.28548e+18,2020-07-21,"relevant",1
"@Bahatikinyata14 @millardayo Hua unasikiliza clip zake?ok wewe unaamini kwamba kunamtu kapewa pesa na wazungu ili nchi yake ikubali chanjo?je anaoushahidi?",1.42773e+18,2021-08-17,"relevant",1
"@HOMESTUDIO8 @zeekamazee @darmpya_ Wahi chanjo we isije kuisha hujachanjwa 😁😁😁",1.41935e+18,2021-07-25,"relevant",1
"@jamalmalinzi @vicensiashule Hii kazi ya kuhamasisha chanjo ya covid 19 ameachiwa Askofu Shoo peke yake? Siwaoni watu wengine maarufu wakifanya hii kazi muhimu sana. Iko wapi hata ile Kamati ya Kitaifa chini ya Waziri Mkuu? Ziko wapi kamati za afya msingi",1.4243e+18,2021-08-08,"relevant",1
"@NyiririM Ba vile mabepar wanataka kutuua kwa chanjo unauhakika tutakuepo kwel 😃😃",1.42107e+18,2021-07-30,"relevant",2
"@PeterPeterlimb1 @mshambuliaji Unfortunate unatumia simu ya mzungu ku kutweet 😂
What if wameweka mionzi ya kuua ubongo wango !??? Halafu unakwepa chanjo ! Mzungu ana njia zaidi ya milioni ya kukuua !",1.41997e+18,2021-07-27,"relevant",1
"@LuluHassan @RashidAbdalla @citizentvkenya  nikiwa Lwandeti, Langu Ni kuwahimiza tu Wakenya Wenzangu wajitokeze kupata chanjo, na kuzingatia kanuni za Wizara ya afya ili kujikinga na Corona hasa msimu huu wa sherehe. #NipasheWikendi",1.46499e+18,2021-11-28,"relevant",1
"@JamiiForums Hatuwez chanja kwa kelele za mtu aliyetuaminisha kuwa chanjo s salama then ndan ya miez mitano anasema n salama.  Km hatajiuzulu au kuachishwa kazi sahauni kuhusu watanzania kuchanja",1.44405e+18,2021-10-01,"relevant",2
"@neemalugangira @jojichima @MarekaMalili @wizara_afyatz Mnatuchanganya,kisa unafiki wenu mmeshajenga kizazi cha wasioweza kuchomwa hiyo chanjo,mngepaza sauti tangu kipindi kile watanzania tunarishwa matango pori haya yote yasingetokea",1.42186e+18,2021-08-01,"relevant",2
"@rollymsouth Na wew kama unataka chanjo kaa kimya tu lazima uje utambie hum",1.41975e+18,2021-07-26,"relevant",2
"RT @Kasilo_Honester: Tunatakiwa kupata chanjo ili kupunguza hatari ya maambukizi mapya ya #UVIKO19. Kufanya hivyo ni hatua ya kujiimarisha…",1.45629e+18,2021-11-04,"relevant",1
"📍IKULU

“Johnson &amp; Johnson ni chanjo moja tu (one show). Ukichanja leo imetoka hiyo huna haja ya kurudia. Zile chanjo nyingine ndo unachanja mara mbili mbili. Lakini hii ukichanja leo uko free lakini usijiachie sababu kuna wengine bado hawajachanja.... https://t.co/T4bC6gk94m",1.42037e+18,2021-07-28,"relevant",1
"Chanjo wametengenez bila kulipwa na atakae kubal kuchanjwa analipwa?jmn akili kichwani . https://t.co/DkmTdufs6y",1.42135e+18,2021-07-31,"relevant",2
"@MwananchiNews Kuna tofauti ya kupima na kujilidhisha kwa maana ya Short term outcomes itakuwaje kwa waliochanjwa na watakao zaliwa? Je long term outocomes itakuwaje haswa kwa vizazi vua baadae?

Hajasema kama chanjo ni fake la hasha ila mda wa kujilidhis",1.42768e+18,2021-08-17,"relevant",1
"@OKumwembe Iwe lazima kwasababu huwezi kukinga wengine alafu wengine waendelee kueneza, huoni kinachotokea marekani leo? Its ok tufanye sio lazima afu tuwe na conditions kama za uingereza huingii sehem yoyte yenye mikusanyiko bila kuwa na chanjo ili iwe l",1.41742e+18,2021-07-20,"relevant",2
"COVID_19 vaccines have been widely tested and proven to be safe. Pata chanjo so you can protect your loved ones from serious sickness,hospitilization and loss of life.
Get vaccinated today
For more information, call *719#(TOLL FREE) or talk to your medical provider. https://t.co/cEE40VqyzB",1.55766e+18,2022-08-11,"relevant",1
"@Mtanganyika26 @TheTumaLicious @JMakamba Afu pili tambua gwajiBoy sio mtu wa Kwanza Ku criticize chanjo tumesikia sehem mbali mbali na juz Tu , Ufaransa,Italy ,Uingereza na US watu wameandamana kupinga chanjo ya lazima Kwa mantiki iyo kumbe ata uko kuna k",1.41961e+18,2021-07-26,"relevant",2
"Mhe Rais @SuluhuSamia &amp; TISS, naomba tukubaline. Kama @jgwajima mnamruhusu kufanya kampeni ya kupinga mpango wa Serikali kuhusu Chanjo. Naomba pia msije kumkamta Shekhe @PondaIssa na sie @ChademaTz tukianza kampeni kupinga zoezi la Sensa na Makazi ya watu! #TutaelewanaTu https://t.co/mUJh4fX7eo",1.41954e+18,2021-07-26,"relevant",2
"Rais @MagufuliJP aliuambia ulimwengu kwamba huu ugonjwa tutaendelea kuishi nao watu wakawaka. Baadaye WHO wakakubaliana naye. Nawaambia watanzania, Chanjo haitibu, chanjo hulenga kumkinga ambaye hajapata corona. Lakini bado ni mashaka. Jifukizeni, tumieni dawa ya NIMRF, COVIDOL",1.35957e+18,2021-02-10,"relevant",2
"Mimi nimechanja, Wewe je? Jitokeze uchanje chanjo ya #UVIKO19

#Ujanjanikuchanja
#Tanzaniainachanja
#untileveryoneishealthy https://t.co/CeMMxoCxlA",1.5449e+18,2022-07-07,"relevant",1
"Caller: ""Private sector wakipewa ruhusa ya kuleta chanjo watatulipisha na saa hii tumesota. Hatuna hiyo pesa. Tunaomba tu serikali waendelee kupeana chanjo."" #TraceNgware",1.38509e+18,2021-04-22,"relevant",1
"@KagaziMusa @WizaraYaAfya Wapi walisema chanjo ni useless 🤷🏽‍♀️ we bana unaongeza chumvi! Leta hiyo report",1.43313e+18,2021-09-01,"relevant",2
"@AnethStanley @siadevinci Nimesikia kupata chanjo hakukufanyi kuwa salama na huu ugonjwa. Mfano nafikiri ni kuhusu Waziri wa Afya wa Uingereza kama sikosei. Alikuwa 'vaccinated' na bado akapata Covid. Au???",1.41961e+18,2021-07-26,"relevant",2
"RT @swahilitimes: Tanzania inashiriki mkutano unaojadili madhara ya UVIKO-19 kwa vijana na namna nchi zimeweka mikakati ya kukabiliana nazo…",1.48059e+18,2022-01-10,"relevant",1
"RT @McinikaWaLamar: Chanjo ya Uviko -19 hupunguza hatari ya jamii ukizuka ugonjwa wa virus vya korona. Hivyo chukua maamuzi sahihi ya kupat…",1.45361e+18,2021-10-28,"relevant",1
"The COVID-19 vaccine is safe and protects you from contracting the virus. 
Ensure you receive all the required doses of the vaccine at the scheduled time.
Chanjwa! Pata Chanjo, tuwe Chonjo!
#Chanjwa #TuweChonjo https://t.co/By4tCZKEkP",1.56319e+18,2022-08-26,"relevant",1
"@MNyawaje @HKigwangalla Acha uoga bro kama tumepangiwa kufa tutakufa tu, kwani chanjo zote tunazopewa mbona hazijatudhuru hii ndio itudhuru tuache uoga na kusikiliza porojo me mwenyewe nitachanjwa pia sitaki makuu",1.41812e+18,2021-07-22,"relevant",1
"Sijawahi kumpenda @jgwajima na kamwe sina imani na utumishi wake wa kiaskofu  maana andiko lasema mtawajua kwa matendo yao,sio maneno.

Ila kwa hili la chanjo namuelewa sana.",1.42023e+18,2021-07-28,"relevant",2
"#MercyMmboneMilele mimi siwezi shikwa juu sijapata chanjo na wafisadi wamejaa kuliko ata iikorona",1.42573e+18,2021-08-12,"relevant",2
"RT @jokateM: Siku ya Leo nimekuwa sehemu ya Watanzania waliopata Chanjo ya kupambana na UVIKO-19. 
Mhe. Rais @SuluhuSamia ametuongoza.  
Ch…",1.42108e+18,2021-07-30,"relevant",1
"RT @MarekaMalili: TAITA Sugu yeye tayari keshapata chanjo ya uviko 19.
Bwana Tukinao unasubiri nini?
#UjanjaKuchanja 
#ChanjaUsalimike http…",1.50923e+18,2022-03-30,"relevant",1
"@bin_AK47 @millardayo huwezi tengeneza chanjo ya usichokijua.maisha yetu yote tumeishi tunanyimwa uhuru wa kuzitumia akili zetu watu weusi na kufanywa kuwa submissive kwa weupe,so usianzie mwisho ili kupata majibu iingie historia.

kabla yao kuja tulijiti",1.3634e+18,2021-02-21,"relevant",2
"Oya BIG BRAIN Uswahilini tunahitaji elimu ya Chanjo ila usije na Brain Yako waswahili hawatakuelewa.",1.42374e+18,2021-08-06,"relevant",1
"Samia  asiwafanye wananchi ni watoto wadogo kwamba hawajui huu ugonjwa unaua hivyo kuna umuhimu kupata chanjo, ila asiwalazimishe awaache waamue wenyewe kwa kuwa chanjo ni hiari.

Mtanzania mwenzangu Akili za Kuambiwa Changanya na Zako, Corona Ipo Jikinge na Uwakinge wengine",1.41713e+18,2021-07-19,"relevant",2
"RT @MiriamMkanaka: Epuka taarifa potofu kuhusu ufanisi na usalama wa chanjo ya Uviko 19.
Tembelea kituo cha afya kilicho karibu nawe, kwa m…",1.54285e+18,2022-07-01,"relevant",1
"@HildaNewton21 @Kanenamagufa Taifa ni tajiri lakini hatuna uwezo wa kutengenza chanjo na hatuwapi wataalamu wetu wa afya fund wafanye research ili watengeneze chanjo,tunaishia kulalamikia chanjo za wazungu,Wakati huo huo tunaagiza madawa mengne kutoka kwa",1.41923e+18,2021-07-25,"relevant",1
"PATA CHANJO, NA UKAE CHONJO

Our collaborators and Team @FanakaStudios @misssenteu know that details make all the difference between something good and something great!⁠

Check out our latest work, Get Vaccinated, Wear a Mask, and Stay Safe!⁠ ⭐⁠ https://t.co/CklArMNS5O",1.46103e+18,2021-11-17,"relevant",1
"@bajabiri Chanjo ya hii kitu waanzie huko huko aisee.. hatujafa hata 10 waanzaje na sisi?",1.24639e+18,2020-04-04,"relevant",2
"@MinnahBanks Kwanza, sio kila mtu anapata Side effects. Na hata wale wanopata side effects, hua hazifanani..maana miili yetu haifanani.

Side effect za chanjo (kwa wachache) include uchovu, misuli kuuma, kichwa kuuma, kichefu chefu na homa. 

Hudumu kwa m",1.42213e+18,2021-08-02,"relevant",1
"@TunduALissu Mambo ya  chanjo hatutaki aisee.",1.3797e+18,2021-04-07,"relevant",2
"@tonyalfredk Recently kumekuwa na kauli zinazoashiria dharau kwa namba moja. 

Ya kuhamia Burundi na hii ya Kupinga Chanjo.",1.41939e+18,2021-07-25,"relevant",1
"RT @mennapeter: Umbali wa kimwili ni njia mojawapo ya kujikinga na magonjwa yanayosambazwa hasa kwa njia ya hewa au mgusano wa kimwili na m…",1.5529e+18,2022-07-29,"relevant",1
"@bbcswahili Safi tu, kikubwa Cyo razma mwenye kutaka atapewa hyo chanjo, wale wenzngu na mim no chanjo hapa",1.39427e+18,2021-05-17,"relevant",2
"1992 katika kijiji cha Gumba,Mama akiwa na mtoto wake kliniki kupata chanjo baada ya @UNICEFTanzania kutoa elimu ya umihimu wa chanjo #KwaKilaMtoto ili kujikinga na maradhi na kuongeza kinga mwilini #UNICEF75
#UjanjaKuchanja https://t.co/3p0WFqYkTi",1.46554e+18,2021-11-30,"relevant",1
"POLEPOLE NA GWAJIMA WATACHANJWA AU WAACHIE UBUNGE WAO.

Spika wa Bunge la Tanzania amesema kuanzia Agosti 16, 2021 Wabunge Dodoma wametakiwa kuchanjwa Chanjo ya Covid 19.  Katika maelezo yake Spika Ndugai amesema Chanjo ni Hiyari lakini hakuna Hiyari ya kuwaambukiza wenzako. https://t.co/GjhAJsSI4c",1.42613e+18,2021-08-13,"relevant",1
"@kigogo2014 @noor_abdul Meko kashapewa chanjo. Alafu kadanganya citizens kuwa rona haipo.",1.3663e+18,2021-03-01,"relevant",1
"RT @SimbaSCTanzania: Wachezaji, benchi la ufundi na wafanyakazi wa Simba leo wamechanja chanjo ya Uviko-19 (Covid-19). #NguvuMoja https://t…",1.42476e+18,2021-08-09,"relevant",1
"Pata Chanjo! Kaa Chonjo! https://t.co/ZVEffRZWtL",1.37648e+18,2021-03-29,"relevant",1
"😺✏ — SKKKSSK i know 😔😔 I've been going through an identity crisis ever since i unulted https://t.co/CPCN2S0BrX",1.24092e+18,2020-03-20,"relevant",2
"@Khashim63167886 @ThabitSenior @fatma_karume @ikulumawasliano @EU_Commission @IMFNews @WorldBank mbona mbowe kachona chanjo barakoa ya nn sasa.. waziri wa kenya alichoma na akaugua Corona tena.. nafikir tushajua nani hamnazo sasa",1.40842e+18,2021-06-25,"relevant",2
"@suzywaukweli Yes coz tayar wana chanjo.. Pia hata wakiupata inakua hauwasumbui inakua kama homa2 inakwisha, ni kama sisi tunavyoiona mafua ilivyo2",1.37881e+18,2021-04-04,"relevant",1
"@homo_hater Standing point yako ni ipi sasa ktk hili hiyo ya sasa au hiyo ya kwenye post? ambayo ulikuwa unajenga hoja hakuna chanjo ya lazima nami nikakumbia basi hujui wajibu wako kama huelewi kama kuna Sindano na vidonge vya lazima. Haya acha nije kwen",1.41491e+18,2021-07-13,"relevant",1
"RT @winharder_: Chanjo ya UVIKO19 ni salama kwa afya yako. Je umechanja?",1.56052e+18,2022-08-19,"relevant",1
"@BenjamiteKS @Sirjeff_D .. na yule aliepata chanjo hataumwa ila atapata maambukizi na kwake ni rahisi Kusambaza Kutokana na kutokua na dalili za ugonjwa ndio Maana inashauriwa kuvaa Barakoa.!!!!
NOTE: MIMI SIO MTAALAM SANA WA MAMBO HAYO LKN NIMEJARIBU KUK",1.47842e+18,2022-01-04,"relevant",1
"RT @JiniKinyonga: Mume wa Waziri Dorothy Gwajima akitest mitambo baada ya kuchoma chanjo ya Uviko—19.

Wape neno moja pipa na mfuniko wake.…",1.43404e+18,2021-09-04,"relevant",1
"RT @MiriamMkanaka: Jamani nawakumbusha tu chanjo za Uviko 19 zipo na zanapatikana katika vituo vya afya usiache kupata.

#ChanjaOkoaMaisha…",1.51536e+18,2022-04-16,"relevant",1
"Serikali kupitia Wizara ya Afya, imejipanga kuongeza kasi ya uchanjaji wa UVIKO-19 katika jamii kupitia msaada wa Dola za Marekani milioni 25 zilizotangazwa kwenye kikao kilichofanyika  Machi 3, 2022 kati ya Rais @SuluhuSamia na Balozi Samantha Jane Power Msimamizi Mkuu wa USAID https://t.co/GDbrInLJjj",1.51141e+18,2022-04-05,"relevant",1
"In this world there is no such thing as ""Free lunch""
Gharama ya hii chanjo ipo wazi kabisa labda ujitoe tu ufahamu ujifanye kichwa maji. The negative outcome ipo pale pale",1.42036e+18,2021-07-28,"relevant",2
"@ccm_tanzania Kwa kifupi mmeshindw kuongoza nchi mnasingizia vita...et uviko 19 hovyoooo",1.52291e+18,2022-05-07,"relevant",2
"@ahmeddimando @BeniMembe Sio kurogwa serikali imesha sema haitahusika na madhara yoyote yatokanayo na chanjo halafu ujipeleke kizembe zembe tu.
 👉Mwili wangu sio uwanja wa siasa aisee.",1.42073e+18,2021-07-29,"relevant",2
"@manaal_ms Nimefanikiwa tu kukwepa chanjo ya covid https://t.co/Ot3GhMYPTy",1.56525e+18,2022-09-01,"relevant",2
"@WarueK @NationAfrica Esp when for some weird reason I can't access my chanjo account to get proof of compliance. Sina la kusema",1.46285e+18,2021-11-22,"relevant",1
"RT @Happie_Thom: Chanjo inapunguza uwezekano wa kuugua na kuambukiza UVIKO-19.
#UjanjaKuchanja https://t.co/Dp8GrhhwWV",1.45552e+18,2021-11-02,"relevant",1
"Chanjo yangu nitampa behimo achome lile tege linyooke vizr.🙌🏾 natanguliza Shukrani",1.42001e+18,2021-07-27,"relevant",2
"@BBGAfrica @zittokabwe Huwa mnaombea chanjo daily, chanjo zikifika hamhamasishi watu wenu wakapate chanjo. Kwahiyo tuwaeleweje? 
@BBGAfrica @zittokabwe @KenaniKihongos1",1.44596e+18,2021-10-07,"relevant",2
"@mkaazimpiganaj @kigogo2014 Kuna pigo litawatoa wote mafichoni, si tuendelee kumlilia Mungu, yani kweli wameshajidunga chanjo alafu wanatwambia sisi tule tangawizi 🤔",1.36017e+18,2021-02-12,"relevant",1
"[""Msizikimbilie chanjo""- Mwendazake] https://t.co/svPaaPxD80",1.38597e+18,2021-04-24,"relevant",2
"@DanielAlphonc15 @HecheJohn Mmefikia hatua gani kuhusu kutengeneza chanjo ya Corona? Kwa hiyo tuwape miaka 10 ndio mtakuja na chanjo ya COVID kizalendo? Unatakiwa kutofautisha enzi hizo za Polio na Ndui na wakati huu. Kuna mabadiliko ya Teknolojia pia.",1.369e+18,2021-03-08,"relevant",2
"RT @MiriamMkanaka: Kuna maswali mengi watu wanajiuliza chanjo bado zipo chanjo zipo na watu wanazidi kuchanja hulazimishwi uamuzi ni wako…",1.56453e+18,2022-08-30,"relevant",1
"Watu Waliokunywa Kikombe Cha Babu Wa Loliondo Bila Utafiti Wowote... Wakajifukiza miche, mbegu na majani... Wakanywa ndimu, malimau, tangawizi, machenza bila vipimo

 Leo Wanadai Utafiti Wa Chanjo Ya Corona",1.42177e+18,2021-08-01,"relevant",1
"@millardayo Nashangaaa san mim chanjo ni hiari si lazima anayejisikia kupata chanjo anachomwa kikubwa namuombea magufuli  raisi ambaye alikua na maono ya faida na nchi yke mungu amrehemu",1.42765e+18,2021-08-17,"relevant",2
"RT @yose_hoza: Chanjo inaongeza kinga mwilini na kupunguza athari za kupoteza maisha #UjanjaNiKuchanja husasani kipindi cha maambukizi ya U…",1.44767e+18,2021-10-11,"relevant",1
"Watu wengi wamekuwa wakisema kuwa chanjo za corona si za kawaida na hivyo wanamashaka na ufanisi wake kwa kuwa zimewahi kuingizwa katika matumizi bila kufuata utaratibu wa kawaida wa kisayansi. 

Je ni imani gani potofu uliwahi kuskia Kuhus Covid-19.? https://t.co/QWpBIE52qh",1.5605e+18,2022-08-19,"relevant",1
"@RealHauleGluck Ndio inavyokuwa. Hapa tumepigwa na hao waliosema hawataki ndio wakwanza kwenye foleni. Maana itafika wakati hata kupanda basi utatakiwa cheti cha chanjo.",1.39459e+18,2021-05-18,"relevant",1
"@DrFrankiejm Why watoto wetu wanapigwa more than 10 chanjo😂😂😂 huku ni biashara",1.35792e+18,2021-02-06,"relevant",2
"@millardayo @EceJay Kuna watu sijui walizaliwaga bahati mby,et na millard nae anampost mtu hajui mlango wa lebour hukoje..af utasikia et anaogopa chanjo",1.42147e+18,2021-07-31,"relevant",1
"Mtu mwili mzima umejaa chale leo unakuja kuogopa chanjo  😂😂😂 https://t.co/Pv1IYdDfiO",1.42068e+18,2021-07-29,"relevant",2
