"tweet","tweet_id","date_tweeted","covax_relevancy","stance"
"RT @Mwanahalisitz: Pamoja na kuongezeka kwa Mafua ya Kawaida (Seasonal Influenza) bado tuna visa vya UVIKO-19 na vinaongezeka kwa Kasi, naw…",1.47264e+18,2021-12-19,"relevant",3
"kwenye chanjo wakianza kugawa 
biscuit na soda 
   
wadauu tustuane😔",1.42102e+18,2021-07-30,"relevant",2
"@semuaggrey @AD_Abinallah Mm kuchoma Chanjo hadi China Waanze kuchoma kwanza
Maana wao ndo wanajua kwenye virusi waliweka nn/ vilitoka wapi..!",1.41998e+18,2021-07-27,"relevant",2
"RT @wizara_afyatz: TAARIFA KWA UMMA NA VYOMBO VYA HABARI. 
UZINDUZI WA UTOAJI WA CHANJO DHIDI YA UVIKO-19 (COVID-19) 
TAREHE 28 JULAI 2021…",1.41974e+18,2021-07-26,"relevant",3
"WHO imesema Hakuna sababu ya kusitisha kutumia chanjo ya AstraZeneca https://t.co/RPpzfkzwvQ https://t.co/4cSYr4mvXO",1.37096e+18,2021-03-14,"relevant",3
"Ndugu zangu watanzania Kuhusu Chanjo ya Corona wala msi panic...watachanjwa wachache watakao Taka,Rais wetu ameamua kuchukua kwa sababu za kisiasa,vinginevyo kutuchanja wa TZ 60M hawatoweza,angalieni Kenya wanachanjana mwezi wa 6 hawajafika hata watu M1 waliochanjwa lakini hata",1.39436e+18,2021-05-17,"relevant",2
"Wimbi la pili la janga la corona ni hatari sana. Tunarekodi zaidi ya wagonjwa 32,000 kila siku kama Africa. Tuchukue tahadhari. Tunahitaji kuchomwa chanjo💉 kujilinda na kuzuia wapendwa wetu kufa. 

       ~ John Nkengasong, Mkurugenzi kituo cha kudhibiti magonjwa #Africa https://t.co/GT5G302E7n",1.35473e+18,2021-01-28,"relevant",1
"@eFrddie @MariaSTsehai @USAmbTanzania CDC guidelines/guidance
Ukiishapata chanjo mara 3 unaweza tembea bila barakoa,
Hawazuki hao wanafuata kiongozi",1.39603e+18,2021-05-22,"relevant",1
"@i_de_Joh @mastarhyms Hata km ana chanjo fanya kuchoma tu km kujilinda Ant-Rabies kile kirusi ni htr mzee....",1.38969e+18,2021-05-04,"relevant",1
"RT @association_mat: Ifikapo saa 12 kamili jioni leo, ungana nasi katika kujadili mbinu mbalimbali za kujikinga dhidi ya wimbi la UVIKO-19…",1.39611e+18,2021-05-22,"relevant",3
"RT @MarekaMalili: Watu wengi ambao walipata experience ya madhira ya Uviko 19, hawasiti kupata chanjo kuliko ambao haikuwatwanga vizuri.
Kw…",1.45152e+18,2021-10-22,"relevant",3
"@JudithKilewo_ @MariaSTsehai Hospitali ipi zaidi inapatikana..? Hivi chanjo ya corona pia serikali hawawezi kuinunua wakatuuzia kuliko kuikataaa 🧐",1.35799e+18,2021-02-06,"relevant",1
"@MarkMwandosya @lifeofmshaba Unavyoona kila siku mataifa makubwa duniani yanapambana kila taifa litengeneze chanjo yake kwa ajili ya watu. Sisi Afrika hatutengenezi chanjo na wala hatuulizi tunazoletewa zinatoka wapi na zinatumiwa na nchi gani ya Afrika?",1.37365e+18,2021-03-21,"relevant",2
"@KShengelo @yerickonyerereT @zittokabwe Wana poteza Lengo. Wana taka watz wahamishe mawazo kutoka kwenye ujinga wa mbowe kutaka watz walazimishwe chanjo, na kuwaza ya zitto. Achana nao. Zitto haelekezwi la kusema au la kufanya na @yerickonyerereT",1.41746e+18,2021-07-20,"relevant",2
"RT @MarekaMalili: ""Chanjo hii imeweza kutengenezwa kwa haraka Sana kutokana na maendeleo katika tekinologia na kuwa na mtazamo chanya katik…",1.44571e+18,2021-10-06,"relevant",1
"RT @officielsalome: Kaka @masoudkipanya amepata chanjo yake leo ya Uviko 19,na anachekelea kabisa kuonyesha yuko fiti,Jali afya yako nenda…",1.44797e+18,2021-10-12,"relevant",1
"@FlavianaMatata India wana chanjo na wamekuwa wanaziuza nchi za Afrika, tuwe wakweli, india wamekufa watu elfu nne (4,000) kwa siku moja ya tarehe 8 May juzi. Unataka chanjo za kutoka wapi dada yangu ?",1.39183e+18,2021-05-10,"relevant",2
"RT @mumenathegreat: #FAHAMU Tanzania imetajwa kuwa ni miongoni mwa maeneo salama na mazuri kutembelea duniani kwa mwaka 2022. Hii ni kwa mu…",1.51124e+18,2022-04-05,"relevant",3
"Tedros amesema baadhi ya nchi zenye kipato cha juu zinaingia mikataba na watengenezaji wa chanjo ambapo inadhoofisha mikataba ambayo COVAX imefanya na kampuni hizo hizo za kutengeneza madawa&gt;&gt;&gt;https://t.co/NyVxh9fiSY https://t.co/UUhqx6xs0y",1.36409e+18,2021-02-23,"relevant",3
"Hao wenyewe wameletewa chanjo bila kufanya research na kutoa maelezo sahihi. Likitokea la kutokea ndio wanajifanya kutoa muongozo. https://t.co/4uWct0ljXU",1.42351e+18,2021-08-06,"relevant",2
"RT @McinikaWaLamar: KWANINI WATU WANACHANJA NA BADO WANAPATA MAAMBUKIZI YA UVIKO-19? • .

Prof. Harun Nyagori anatoa sababu kwanini mtu ana…",1.43302e+18,2021-09-01,"relevant",3
"@SuluhuSamia Yote tsa, kumi chanjo iwe hiyali 
Mambo ya corona haya tuyasahau 
Tufanye kazi..",1.44253e+18,2021-09-27,"relevant",2
"@BarakaSaimon3 @BrooklynMBE1 @Mtwa_Mkwawa @toksik08 Of course ni vile sasa watu wakishaweka standards flani hata WHO hawawezi ingilia. Tatizo linaanzia hapo. Alafu sijui kwann sababu mm navyoelewa, ukishapata chanjo naskia mtu si lazima uvae mask na huwez",1.41723e+18,2021-07-19,"relevant",1
"#HABARI Mkurugenzi Mtendaji wa Shirika la Tusonge CDO, Agnatha Rutazaa, amesema janga la ugonjwa wa Uviko-19, limesababisha baadhi ya familia na ndoa nyingi kusambaratika, kwa sababu ya kukosa kipato, huku waathirika wakubwa wakiwa ni wanawake wanaofanya.. https://t.co/6Ydo6x6Qv6 https://t.co/R7szm7XvyR",1.44749e+18,2021-10-11,"relevant",3
"UFAFANUZI kutoka @wizara_afyatz kuhusu Chanjo ya #UVIKO19 kwa WASAFIRI nje ya nchi na Watoto Mashuleni.
#ChanjoHuokoaMaisha https://t.co/OqMq0ilo3t",1.42431e+18,2021-08-08,"relevant",3
"We are joined by the @busiacounty health management team for a training on the @chanjo_plus vaccine delivery platform that will go along way in ensuring rquitable access to #lifesavingvaccines for every child in the midst of the covid-19 disruption. #vaccineswork @gchallenges https://t.co/zHdHJr9o0w",1.28548e+18,2020-07-21,"relevant",1
"@Bahatikinyata14 @millardayo Hua unasikiliza clip zake?ok wewe unaamini kwamba kunamtu kapewa pesa na wazungu ili nchi yake ikubali chanjo?je anaoushahidi?",1.42773e+18,2021-08-17,"relevant",1
"@waMugwasi Haiwezi kuwa true huo mwezi wa nne mwaka jana chanjo ilikuwa haijapatikana bado",1.42259e+18,2021-08-03,"relevant",3
"ULEGA ATAKA KUMALIZIKA KWA MIGOGORO NA CHANJO KUFIKISHWA VIJIJINI https://t.co/8F6KjXIySb",1.41485e+18,2021-07-13,"relevant",3
"@HOMESTUDIO8 @zeekamazee @darmpya_ Wahi chanjo we isije kuisha hujachanjwa 😁😁😁",1.41935e+18,2021-07-25,"relevant",1
"@jamalmalinzi @vicensiashule Hii kazi ya kuhamasisha chanjo ya covid 19 ameachiwa Askofu Shoo peke yake? Siwaoni watu wengine maarufu wakifanya hii kazi muhimu sana. Iko wapi hata ile Kamati ya Kitaifa chini ya Waziri Mkuu? Ziko wapi kamati za afya msingi",1.4243e+18,2021-08-08,"relevant",1
"@NyiririM Ba vile mabepar wanataka kutuua kwa chanjo unauhakika tutakuepo kwel 😃😃",1.42107e+18,2021-07-30,"relevant",2
"RT @mshambuliaji: Rais wa Jamuhuri ya Muungano wa Tanzania Mh. Samia Suluhu Hassan akiwa anapata chanjo ya Uviko-19 ikiwa ni uzinduzi wa ch…",1.42033e+18,2021-07-28,"relevant",3
"@PeterPeterlimb1 @mshambuliaji Unfortunate unatumia simu ya mzungu ku kutweet 😂
What if wameweka mionzi ya kuua ubongo wango !??? Halafu unakwepa chanjo ! Mzungu ana njia zaidi ya milioni ya kukuua !",1.41997e+18,2021-07-27,"relevant",1
"Imepanuka kwenye chanjo ya covid tu? https://t.co/ZhEOV4OQEO",1.42077e+18,2021-07-29,"relevant",3
"Kama audience ya mwaka huu ya @BET watu wote Wali kuwa vaccinated, @diamondplatnumz na Babu tale chanjo wamepata wapi? https://t.co/Ke73p4ju8B",1.40947e+18,2021-06-28,"relevant",3
"Kama Bado hujashiriki kwenye hii survey? Inayohusu umuhimu wa chanjo ya uviko 19, unachelewa link hii hapa GB bado zinaendelea kutoka.

#TanzaniaIkoTayari
#UjanjaKuchanja

https://t.co/ZaZmFctCbV",1.55922e+18,2022-08-15,"relevant",3
"@LuluHassan @RashidAbdalla @citizentvkenya  nikiwa Lwandeti, Langu Ni kuwahimiza tu Wakenya Wenzangu wajitokeze kupata chanjo, na kuzingatia kanuni za Wizara ya afya ili kujikinga na Corona hasa msimu huu wa sherehe. #NipasheWikendi",1.46499e+18,2021-11-28,"relevant",1
"@JamiiForums Hatuwez chanja kwa kelele za mtu aliyetuaminisha kuwa chanjo s salama then ndan ya miez mitano anasema n salama.  Km hatajiuzulu au kuachishwa kazi sahauni kuhusu watanzania kuchanja",1.44405e+18,2021-10-01,"relevant",2
"Katibu mkuu wa Eric Oduor siku ya Jumatano alisema kwamba wanahabari pia wanakabiliwa na hatari kubwa kuambukizwa virusi vya corona wakati wanapotekeleza majukumu yao. #OngeaUsikike 
https://t.co/Brr0duvs56",1.36705e+18,2021-03-03,"relevant",3
"@neemalugangira @jojichima @MarekaMalili @wizara_afyatz Mnatuchanganya,kisa unafiki wenu mmeshajenga kizazi cha wasioweza kuchomwa hiyo chanjo,mngepaza sauti tangu kipindi kile watanzania tunarishwa matango pori haya yote yasingetokea",1.42186e+18,2021-08-01,"relevant",2
"@rollymsouth Na wew kama unataka chanjo kaa kimya tu lazima uje utambie hum",1.41975e+18,2021-07-26,"relevant",2
"RT @Kasilo_Honester: Tunatakiwa kupata chanjo ili kupunguza hatari ya maambukizi mapya ya #UVIKO19. Kufanya hivyo ni hatua ya kujiimarisha…",1.45629e+18,2021-11-04,"relevant",1
"📍IKULU

“Johnson &amp; Johnson ni chanjo moja tu (one show). Ukichanja leo imetoka hiyo huna haja ya kurudia. Zile chanjo nyingine ndo unachanja mara mbili mbili. Lakini hii ukichanja leo uko free lakini usijiachie sababu kuna wengine bado hawajachanja.... https://t.co/T4bC6gk94m",1.42037e+18,2021-07-28,"relevant",1
"Chanjo wametengenez bila kulipwa na atakae kubal kuchanjwa analipwa?jmn akili kichwani . https://t.co/DkmTdufs6y",1.42135e+18,2021-07-31,"relevant",2
"@MwananchiNews Kuna tofauti ya kupima na kujilidhisha kwa maana ya Short term outcomes itakuwaje kwa waliochanjwa na watakao zaliwa? Je long term outocomes itakuwaje haswa kwa vizazi vua baadae?

Hajasema kama chanjo ni fake la hasha ila mda wa kujilidhis",1.42768e+18,2021-08-17,"relevant",1
"Alafu chanjo zipo za aina chungu nzima, hata hizo ambazo mna hofu nazo mRNA vaccines ambazo zinatumia sehemu tu ya jini(RNA) za mdudu husika, bado nazo haziingiliani kabisa na DNA ya mpokeaji.",1.41614e+18,2021-07-16,"relevant",3
"@OKumwembe Iwe lazima kwasababu huwezi kukinga wengine alafu wengine waendelee kueneza, huoni kinachotokea marekani leo? Its ok tufanye sio lazima afu tuwe na conditions kama za uingereza huingii sehem yoyte yenye mikusanyiko bila kuwa na chanjo ili iwe l",1.41742e+18,2021-07-20,"relevant",2
"RT @MarekaMalili: Kwenye mtandao wa Twitter Workd wide bado kuja mijadala unaendelea kuhusu usalama wa chanjo ya Uviko 19 na ulazima wake.…",1.50451e+18,2022-03-17,"relevant",3
"COVID_19 vaccines have been widely tested and proven to be safe. Pata chanjo so you can protect your loved ones from serious sickness,hospitilization and loss of life.
Get vaccinated today
For more information, call *719#(TOLL FREE) or talk to your medical provider. https://t.co/cEE40VqyzB",1.55766e+18,2022-08-11,"relevant",1
"@ayubu_madenge Na ameomba chanjo ya COVID kutoka Marekani😂😂😂",1.52516e+18,2022-05-13,"relevant",3
"@Mtanganyika26 @TheTumaLicious @JMakamba Afu pili tambua gwajiBoy sio mtu wa Kwanza Ku criticize chanjo tumesikia sehem mbali mbali na juz Tu , Ufaransa,Italy ,Uingereza na US watu wameandamana kupinga chanjo ya lazima Kwa mantiki iyo kumbe ata uko kuna k",1.41961e+18,2021-07-26,"relevant",2
"WIZARA YA AFYA NA SERIKALI YA MAREKANI ZAJIPANGA KUONGEZA KASI UCHANJAJI WA CHANJO DHIDI YA UVIKO-19 
Na.WAF,DodomaSerikali kupitia Wi https://t.co/6npAfdyPuR https://t.co/gUYs1wcAVz",1.51152e+18,2022-04-06,"relevant",3
"@bestantony1 @MankindUwezo @JomanKennedy @KipepeComrade @bongofinyu @KinjeketileNgw2 @Nyakapalajr @Snr_robby 
Maandamano ya kupinga chanjo nchi tofauti ulaya. Yanaendelea https://t.co/dgV4fdzh08",1.41976e+18,2021-07-26,"relevant",3
"Mhe Rais @SuluhuSamia &amp; TISS, naomba tukubaline. Kama @jgwajima mnamruhusu kufanya kampeni ya kupinga mpango wa Serikali kuhusu Chanjo. Naomba pia msije kumkamta Shekhe @PondaIssa na sie @ChademaTz tukianza kampeni kupinga zoezi la Sensa na Makazi ya watu! #TutaelewanaTu https://t.co/mUJh4fX7eo",1.41954e+18,2021-07-26,"relevant",2
"Rais @MagufuliJP aliuambia ulimwengu kwamba huu ugonjwa tutaendelea kuishi nao watu wakawaka. Baadaye WHO wakakubaliana naye. Nawaambia watanzania, Chanjo haitibu, chanjo hulenga kumkinga ambaye hajapata corona. Lakini bado ni mashaka. Jifukizeni, tumieni dawa ya NIMRF, COVIDOL",1.35957e+18,2021-02-10,"relevant",2
"Mimi nimechanja, Wewe je? Jitokeze uchanje chanjo ya #UVIKO19

#Ujanjanikuchanja
#Tanzaniainachanja
#untileveryoneishealthy https://t.co/CeMMxoCxlA",1.5449e+18,2022-07-07,"relevant",1
"Caller: ""Private sector wakipewa ruhusa ya kuleta chanjo watatulipisha na saa hii tumesota. Hatuna hiyo pesa. Tunaomba tu serikali waendelee kupeana chanjo."" #TraceNgware",1.38509e+18,2021-04-22,"relevant",1
"@KagaziMusa @WizaraYaAfya Wapi walisema chanjo ni useless 🤷🏽‍♀️ we bana unaongeza chumvi! Leta hiyo report",1.43313e+18,2021-09-01,"relevant",2
"“Niwahakikishie Watanzania wale wote ambao kwa hiari yao wapo tayari kuchanjwa tutahakikisha chanjo zinapatikana, chanjo ni hiari ya Mtu lakini pia chanjo ni imani”———-Rais Samia, Ikulu DSM https://t.co/iHwJJ1wBEX",1.42031e+18,2021-07-28,"relevant",3
"@AnethStanley @siadevinci Nimesikia kupata chanjo hakukufanyi kuwa salama na huu ugonjwa. Mfano nafikiri ni kuhusu Waziri wa Afya wa Uingereza kama sikosei. Alikuwa 'vaccinated' na bado akapata Covid. Au???",1.41961e+18,2021-07-26,"relevant",2
"RT @DrMabula: Hakuna chanjo inayoweza kuzuia ugonjwa kwa 100% ila kwa kuangalia takwimu za wanaolazwa au kupoteza maisha kwa UVIKO-19 wengi…",1.43241e+18,2021-08-30,"relevant",3
"RT @swahilitimes: Tanzania inashiriki mkutano unaojadili madhara ya UVIKO-19 kwa vijana na namna nchi zimeweka mikakati ya kukabiliana nazo…",1.48059e+18,2022-01-10,"relevant",1
"RT @McinikaWaLamar: Chanjo ya Uviko -19 hupunguza hatari ya jamii ukizuka ugonjwa wa virus vya korona. Hivyo chukua maamuzi sahihi ya kupat…",1.45361e+18,2021-10-28,"relevant",1
"The COVID-19 vaccine is safe and protects you from contracting the virus. 
Ensure you receive all the required doses of the vaccine at the scheduled time.
Chanjwa! Pata Chanjo, tuwe Chonjo!
#Chanjwa #TuweChonjo https://t.co/By4tCZKEkP",1.56319e+18,2022-08-26,"relevant",1
"RT @IamNchaKALIH: Umechanja chanjo ya UVIKO19?",1.45582e+18,2021-11-03,"relevant",3
"Habari njema, maambukizi mapya ya UVIKO 19 yaanza kupungua duniani kote - https://t.co/zGx32JmOwF yaanza-kupungua-duniani-kote%2F via @MwanzoTv
Ndo habari ninazopenda kusoma 💪🏽 #ChangeAfrica",1.48995e+18,2022-02-05,"relevant",3
"@mshambuliaji Pili pili usio ila inakuwashia nn? Endelea kupata chanjo,jua kubalanc shobo kubwa jinga",1.42299e+18,2021-08-04,"relevant",3
"Kwa wale wote mnaojiuliza kwanini chanjo ya corona imetengenezwa faster while kuna magonjwa kibao mengine 📌 https://t.co/7TUI2FIcO4",1.4353e+18,2021-09-07,"relevant",3
"@MNyawaje @HKigwangalla Acha uoga bro kama tumepangiwa kufa tutakufa tu, kwani chanjo zote tunazopewa mbona hazijatudhuru hii ndio itudhuru tuache uoga na kusikiliza porojo me mwenyewe nitachanjwa pia sitaki makuu",1.41812e+18,2021-07-22,"relevant",1
"RT @SuluhuSamia: Nimehutubia kwa mara ya kwanza Mkutano wa 76 wa Baraza Kuu la Umoja wa Mataifa. Nimeihakikishia Dunia kuwa Tanzania ni ile…",1.44128e+18,2021-09-24,"relevant",3
"Sijawahi kumpenda @jgwajima na kamwe sina imani na utumishi wake wa kiaskofu  maana andiko lasema mtawajua kwa matendo yao,sio maneno.

Ila kwa hili la chanjo namuelewa sana.",1.42023e+18,2021-07-28,"relevant",2
"#MercyMmboneMilele mimi siwezi shikwa juu sijapata chanjo na wafisadi wamejaa kuliko ata iikorona",1.42573e+18,2021-08-12,"relevant",2
"Fedha za UVIKO-19 zaendelea kuwafikia wanachi.
Asantee mama @SuluhuSamia tabasamu tumeliona.

@maji_mowi @ikulumawasliano @kigogo2014 @Nnauye_Nape @begakwabegamama https://t.co/a2nlk1eVqw",1.47028e+18,2021-12-13,"relevant",3
"RT @jokateM: Siku ya Leo nimekuwa sehemu ya Watanzania waliopata Chanjo ya kupambana na UVIKO-19. 
Mhe. Rais @SuluhuSamia ametuongoza.  
Ch…",1.42108e+18,2021-07-30,"relevant",1
"RT @MarekaMalili: TAITA Sugu yeye tayari keshapata chanjo ya uviko 19.
Bwana Tukinao unasubiri nini?
#UjanjaKuchanja 
#ChanjaUsalimike http…",1.50923e+18,2022-03-30,"relevant",1
"@bin_AK47 @millardayo huwezi tengeneza chanjo ya usichokijua.maisha yetu yote tumeishi tunanyimwa uhuru wa kuzitumia akili zetu watu weusi na kufanywa kuwa submissive kwa weupe,so usianzie mwisho ili kupata majibu iingie historia.

kabla yao kuja tulijiti",1.3634e+18,2021-02-21,"relevant",2
"Oya BIG BRAIN Uswahilini tunahitaji elimu ya Chanjo ila usije na Brain Yako waswahili hawatakuelewa.",1.42374e+18,2021-08-06,"relevant",1
"@JByangwamu @JamiiForums Rwanda huendi kwa visa, ni passport tu, kwa sasa hakuna kuingia wala kutoka, ili upate chanjo mpaka uwe na kitambulisho cha uraia wa Rwanda kwanza.",1.36137e+18,2021-02-15,"relevant",3
"@darmpya_ Usinipigie kelele ,,SI BORA YA HIYO CHANJO NI HIYARI KUCHANJWA,,, KULIKO TOZO LA MWIGULU MLILO PITISHA WABUNGE. KULIPA NI LAZIMA.",1.41946e+18,2021-07-26,"relevant",3
"Mini reshuffle | Wiki ya Chanjo | Maduka ya Fedha | SGR 🚉. Happening now via @KumekuchaClub! https://t.co/UtkFkMlWGw",1.43727e+18,2021-09-13,"relevant",3
"Samia  asiwafanye wananchi ni watoto wadogo kwamba hawajui huu ugonjwa unaua hivyo kuna umuhimu kupata chanjo, ila asiwalazimishe awaache waamue wenyewe kwa kuwa chanjo ni hiari.

Mtanzania mwenzangu Akili za Kuambiwa Changanya na Zako, Corona Ipo Jikinge na Uwakinge wengine",1.41713e+18,2021-07-19,"relevant",2
"Mara pa iliupate ajira lazima upate chanjo# kitalaamu tunaitaje🤣🤣🤣",1.42515e+18,2021-08-10,"relevant",3
"@JamiiForums C chanjo ililetwa au chanjo nayo inasemaje 😅",1.40179e+18,2021-06-07,"relevant",3
"Picha hizi zinaonyesha wafanyikazi wakipakua mizigo ya chanjo ya #COVID19 katika eneo la Macao, China ya kusini. Shehena hiyo ya kwanza yenye dozi 100,000 ya chanjo aina ya mRNA  kutoka Ujerumani ilifika Macao jana. https://t.co/MDlFpGN535",1.36602e+18,2021-02-28,"relevant",3
"RT @buguzi: Waliougua UVIKO-19 mkali na wakapona wana jambo la kuwaambia Watanzania kuhusu chanjo. @winluckshayo @ndosie @frankminja @amour…",1.42132e+18,2021-07-31,"relevant",3
"RT @MiriamMkanaka: Epuka taarifa potofu kuhusu ufanisi na usalama wa chanjo ya Uviko 19.
Tembelea kituo cha afya kilicho karibu nawe, kwa m…",1.54285e+18,2022-07-01,"relevant",1
"@HildaNewton21 @Kanenamagufa Taifa ni tajiri lakini hatuna uwezo wa kutengenza chanjo na hatuwapi wataalamu wetu wa afya fund wafanye research ili watengeneze chanjo,tunaishia kulalamikia chanjo za wazungu,Wakati huo huo tunaagiza madawa mengne kutoka kwa",1.41923e+18,2021-07-25,"relevant",1
"@Black__dracula chanjo",1.42243e+18,2021-08-03,"relevant",3
"PATA CHANJO, NA UKAE CHONJO

Our collaborators and Team @FanakaStudios @misssenteu know that details make all the difference between something good and something great!⁠

Check out our latest work, Get Vaccinated, Wear a Mask, and Stay Safe!⁠ ⭐⁠ https://t.co/CklArMNS5O",1.46103e+18,2021-11-17,"relevant",1
"@bajabiri Chanjo ya hii kitu waanzie huko huko aisee.. hatujafa hata 10 waanzaje na sisi?",1.24639e+18,2020-04-04,"relevant",2
"#AUSTRIA: KUANZIA FEBRUARI WASIOCHANJWA KUTOZWA FAINI HADI TSH. 9,414,826

Kuanzia Februari Chanjo kwa Watu wazima itakuwa ni lazima na wote ambao watagoma kuchanjwa watatozwa faini

Sheria hiyo imepangwa kutumika hadi Januari 31, 2024

Soma - https://t.co/trXWsi0Lqt

#UVIKO3 https://t.co/OGyuvqKubW",1.48372e+18,2022-01-19,"relevant",3
"@MinnahBanks Kwanza, sio kila mtu anapata Side effects. Na hata wale wanopata side effects, hua hazifanani..maana miili yetu haifanani.

Side effect za chanjo (kwa wachache) include uchovu, misuli kuuma, kichwa kuuma, kichefu chefu na homa. 

Hudumu kwa m",1.42213e+18,2021-08-02,"relevant",1
"@TunduALissu Mambo ya  chanjo hatutaki aisee.",1.3797e+18,2021-04-07,"relevant",2
"@tonyalfredk Recently kumekuwa na kauli zinazoashiria dharau kwa namba moja. 

Ya kuhamia Burundi na hii ya Kupinga Chanjo.",1.41939e+18,2021-07-25,"relevant",1
"RT @mennapeter: Umbali wa kimwili ni njia mojawapo ya kujikinga na magonjwa yanayosambazwa hasa kwa njia ya hewa au mgusano wa kimwili na m…",1.5529e+18,2022-07-29,"relevant",1
"@bbcswahili Safi tu, kikubwa Cyo razma mwenye kutaka atapewa hyo chanjo, wale wenzngu na mim no chanjo hapa",1.39427e+18,2021-05-17,"relevant",2
"1992 katika kijiji cha Gumba,Mama akiwa na mtoto wake kliniki kupata chanjo baada ya @UNICEFTanzania kutoa elimu ya umihimu wa chanjo #KwaKilaMtoto ili kujikinga na maradhi na kuongeza kinga mwilini #UNICEF75
#UjanjaKuchanja https://t.co/3p0WFqYkTi",1.46554e+18,2021-11-30,"relevant",1
"POLEPOLE NA GWAJIMA WATACHANJWA AU WAACHIE UBUNGE WAO.

Spika wa Bunge la Tanzania amesema kuanzia Agosti 16, 2021 Wabunge Dodoma wametakiwa kuchanjwa Chanjo ya Covid 19.  Katika maelezo yake Spika Ndugai amesema Chanjo ni Hiyari lakini hakuna Hiyari ya kuwaambukiza wenzako. https://t.co/GjhAJsSI4c",1.42613e+18,2021-08-13,"relevant",1
"@_zackabdul @bestantony1 @Chipesi2 @udadisihuru @Sisimizi3 @MnaaZawadi @chief_mpyana @Chieftanzania12 @siadevinci @saitech_hack @UrassatheGreat Hivi hii ni chanjo au majaribio ya chanjo?",1.42179e+18,2021-08-01,"relevant",3
"@kigogo2014 @noor_abdul Meko kashapewa chanjo. Alafu kadanganya citizens kuwa rona haipo.",1.3663e+18,2021-03-01,"relevant",1
"Serikali ya Tanzania leo Julai 24, 2021 imepokea zaidi ya dozi milioni moja za chanjo ya Covid-19 kutoka nchini Marekani, kupitia Mpango wa Usambazaji Chanjo wa Covax kwa uratibu wa Umoja wa Afrika (AU). https://t.co/UdN4QGDBqm https://t.co/EHkmBt69oT",1.41893e+18,2021-07-24,"relevant",3
"RT @SimbaSCTanzania: Wachezaji, benchi la ufundi na wafanyakazi wa Simba leo wamechanja chanjo ya Uviko-19 (Covid-19). #NguvuMoja https://t…",1.42476e+18,2021-08-09,"relevant",1
"Pata Chanjo! Kaa Chonjo! https://t.co/ZVEffRZWtL",1.37648e+18,2021-03-29,"relevant",1
"😺✏ — SKKKSSK i know 😔😔 I've been going through an identity crisis ever since i unulted https://t.co/CPCN2S0BrX",1.24092e+18,2020-03-20,"relevant",2
"RT @Hakingowi: 🔵Katibu Mkuu Wizara ya Afya, Prof. Abel Makubi, amesema hadi kufikia jana Jumamosi, watu 105,745 walichanjwa chanjo ya Ugonj…",1.42434e+18,2021-08-08,"relevant",3
"@Khashim63167886 @ThabitSenior @fatma_karume @ikulumawasliano @EU_Commission @IMFNews @WorldBank mbona mbowe kachona chanjo barakoa ya nn sasa.. waziri wa kenya alichoma na akaugua Corona tena.. nafikir tushajua nani hamnazo sasa",1.40842e+18,2021-06-25,"relevant",2
"@suzywaukweli Yes coz tayar wana chanjo.. Pia hata wakiupata inakua hauwasumbui inakua kama homa2 inakwisha, ni kama sisi tunavyoiona mafua ilivyo2",1.37881e+18,2021-04-04,"relevant",1
"@homo_hater Standing point yako ni ipi sasa ktk hili hiyo ya sasa au hiyo ya kwenye post? ambayo ulikuwa unajenga hoja hakuna chanjo ya lazima nami nikakumbia basi hujui wajibu wako kama huelewi kama kuna Sindano na vidonge vya lazima. Haya acha nije kwen",1.41491e+18,2021-07-13,"relevant",1
"RT @winharder_: Chanjo ya UVIKO19 ni salama kwa afya yako. Je umechanja?",1.56052e+18,2022-08-19,"relevant",1
"@BenjamiteKS @Sirjeff_D .. na yule aliepata chanjo hataumwa ila atapata maambukizi na kwake ni rahisi Kusambaza Kutokana na kutokua na dalili za ugonjwa ndio Maana inashauriwa kuvaa Barakoa.!!!!
NOTE: MIMI SIO MTAALAM SANA WA MAMBO HAYO LKN NIMEJARIBU KUK",1.47842e+18,2022-01-04,"relevant",1
"Sugu azidi kukata Mitaa Jijini Mbeya akihamasisha chanjo dhidi ya Korona https://t.co/YZ4cmsEf2N",1.49549e+18,2022-02-20,"relevant",3
"@IAMartin_ kwani Bwana huyu Hakupata Chanjo!??",1.43656e+18,2021-09-11,"relevant",3
"RT @JiniKinyonga: Mume wa Waziri Dorothy Gwajima akitest mitambo baada ya kuchoma chanjo ya Uviko—19.

Wape neno moja pipa na mfuniko wake.…",1.43404e+18,2021-09-04,"relevant",1
"@jjmnyika @hnryg1 @MagufuliJP Chanjo.",1.36337e+18,2021-02-21,"relevant",3
"RT @MiriamMkanaka: Jamani nawakumbusha tu chanjo za Uviko 19 zipo na zanapatikana katika vituo vya afya usiache kupata.

#ChanjaOkoaMaisha…",1.51536e+18,2022-04-16,"relevant",1
"Serikali kupitia Wizara ya Afya, imejipanga kuongeza kasi ya uchanjaji wa UVIKO-19 katika jamii kupitia msaada wa Dola za Marekani milioni 25 zilizotangazwa kwenye kikao kilichofanyika  Machi 3, 2022 kati ya Rais @SuluhuSamia na Balozi Samantha Jane Power Msimamizi Mkuu wa USAID https://t.co/GDbrInLJjj",1.51141e+18,2022-04-05,"relevant",1
